date,country,region,new_cases,total_cases,new_deaths,total_deaths
2021-05-10,Samoa,WPRO,0,1,0,0
2021-05-11,Samoa,WPRO,0,1,0,0
2021-05-12,Samoa,WPRO,0,1,0,0
2021-05-13,Samoa,WPRO,0,1,0,0
2021-05-14,Samoa,WPRO,0,1,0,0
2021-05-15,Samoa,WPRO,0,1,0,0
2021-05-16,Samoa,WPRO,0,1,0,0
2021-05-17,Samoa,WPRO,0,1,0,0
2021-05-18,Samoa,WPRO,0,1,0,0
2021-05-19,Samoa,WPRO,0,1,0,0
2021-05-20,Samoa,WPRO,0,1,0,0
2021-05-21,Samoa,WPRO,0,1,0,0
2021-05-22,Samoa,WPRO,0,1,0,0
2021-05-23,Samoa,WPRO,0,1,0,0
2021-05-24,Samoa,WPRO,0,1,0,0
2021-05-25,Samoa,WPRO,0,1,0,0
2021-05-26,Samoa,WPRO,0,1,0,0
2021-05-27,Samoa,WPRO,0,1,0,0
2021-05-28,Samoa,WPRO,0,1,0,0
2021-05-29,Samoa,WPRO,0,1,0,0
2021-05-30,Samoa,WPRO,0,1,0,0
2021-01-01,San Marino,EURO,51,2384,0,59
2021-01-02,San Marino,EURO,44,2428,0,59
2021-01-03,San Marino,EURO,35,2463,2,61
2021-01-04,San Marino,EURO,0,2463,0,61
2021-01-05,San Marino,EURO,30,2493,1,62
2021-01-06,San Marino,EURO,56,2549,0,62
2021-01-07,San Marino,EURO,0,2549,0,62
2021-01-08,San Marino,EURO,34,2583,2,64
2021-01-09,San Marino,EURO,45,2628,0,64
2021-01-10,San Marino,EURO,22,2650,0,64
2021-01-11,San Marino,EURO,0,2650,0,64
2021-01-12,San Marino,EURO,0,2650,0,64
2021-01-13,San Marino,EURO,56,2706,1,65
2021-01-14,San Marino,EURO,17,2723,0,65
2021-01-15,San Marino,EURO,15,2738,0,65
2021-01-16,San Marino,EURO,29,2767,0,65
2021-01-17,San Marino,EURO,11,2778,0,65
2021-01-18,San Marino,EURO,0,2778,0,65
2021-01-19,San Marino,EURO,9,2787,0,65
2021-01-20,San Marino,EURO,0,2787,0,65
2021-01-21,San Marino,EURO,28,2815,0,65
2021-01-22,San Marino,EURO,18,2833,0,65
2021-01-23,San Marino,EURO,28,2861,0,65
2021-01-24,San Marino,EURO,13,2874,0,65
2021-01-25,San Marino,EURO,0,2874,0,65
2021-01-26,San Marino,EURO,15,2889,0,65
2021-01-27,San Marino,EURO,26,2915,0,65
2021-01-28,San Marino,EURO,26,2941,0,65
2021-01-29,San Marino,EURO,28,2969,0,65
2021-01-30,San Marino,EURO,27,2996,0,65
2021-01-31,San Marino,EURO,29,3025,2,67
2021-02-01,San Marino,EURO,0,3025,0,67
2021-02-02,San Marino,EURO,41,3066,0,67
2021-02-03,San Marino,EURO,28,3094,1,68
2021-02-04,San Marino,EURO,17,3111,0,68
2021-02-05,San Marino,EURO,14,3125,0,68
2021-02-06,San Marino,EURO,2,3127,1,69
2021-02-07,San Marino,EURO,9,3136,0,69
2021-02-08,San Marino,EURO,1,3137,0,69
2021-02-09,San Marino,EURO,0,3137,0,69
2021-02-10,San Marino,EURO,50,3187,2,71
2021-02-11,San Marino,EURO,26,3213,0,71
2021-02-12,San Marino,EURO,34,3247,1,72
2021-02-13,San Marino,EURO,31,3278,0,72
2021-02-14,San Marino,EURO,26,3304,0,72
2021-02-15,San Marino,EURO,10,3314,0,72
2021-02-16,San Marino,EURO,3,3317,0,72
2021-02-17,San Marino,EURO,35,3352,0,72
2021-02-18,San Marino,EURO,42,3394,0,72
2021-02-19,San Marino,EURO,26,3420,0,72
2021-02-20,San Marino,EURO,20,3440,0,72
2021-02-21,San Marino,EURO,32,3472,0,72
2021-02-22,San Marino,EURO,20,3492,0,72
2021-02-23,San Marino,EURO,2,3494,0,72
2021-02-24,San Marino,EURO,44,3538,1,73
2021-02-25,San Marino,EURO,47,3585,0,73
2021-02-26,San Marino,EURO,36,3621,0,73
2021-02-27,San Marino,EURO,50,3671,0,73
2021-02-28,San Marino,EURO,45,3716,1,74
2021-03-01,San Marino,EURO,0,3716,0,74
2021-03-02,San Marino,EURO,30,3746,0,74
2021-03-03,San Marino,EURO,45,3791,0,74
2021-03-04,San Marino,EURO,38,3829,1,75
2021-03-05,San Marino,EURO,38,3867,0,75
2021-03-06,San Marino,EURO,29,3896,1,76
2021-03-07,San Marino,EURO,26,3922,0,76
2021-03-08,San Marino,EURO,13,3935,0,76
2021-03-09,San Marino,EURO,49,3984,1,77
2021-03-10,San Marino,EURO,46,4030,0,77
2021-03-11,San Marino,EURO,32,4062,0,77
2021-03-12,San Marino,EURO,34,4096,0,77
2021-03-13,San Marino,EURO,30,4126,0,77
2021-03-14,San Marino,EURO,0,4126,0,77
2021-03-15,San Marino,EURO,0,4126,0,77
2021-03-16,San Marino,EURO,25,4151,0,77
2021-03-17,San Marino,EURO,53,4204,0,77
2021-03-18,San Marino,EURO,45,4249,0,77
2021-03-19,San Marino,EURO,43,4292,1,78
2021-03-20,San Marino,EURO,36,4328,1,79
2021-03-21,San Marino,EURO,28,4356,0,79
2021-03-22,San Marino,EURO,0,4356,0,79
2021-03-23,San Marino,EURO,32,4388,0,79
2021-03-24,San Marino,EURO,45,4433,1,80
2021-03-25,San Marino,EURO,51,4484,2,82
2021-03-26,San Marino,EURO,63,4547,2,84
2021-03-27,San Marino,EURO,56,4603,0,84
2021-03-28,San Marino,EURO,23,4626,0,84
2021-03-29,San Marino,EURO,5,4631,0,84
2021-03-30,San Marino,EURO,55,4686,0,84
2021-03-31,San Marino,EURO,46,4732,0,84
2021-04-01,San Marino,EURO,6,4738,0,84
2021-04-02,San Marino,EURO,48,4786,0,84
2021-04-03,San Marino,EURO,16,4802,0,84
2021-04-04,San Marino,EURO,3,4805,0,84
2021-04-05,San Marino,EURO,59,4864,1,85
2021-04-06,San Marino,EURO,0,4864,0,85
2021-04-07,San Marino,EURO,0,4864,0,85
2021-04-08,San Marino,EURO,40,4904,0,85
2021-04-09,San Marino,EURO,28,4932,0,85
2021-04-10,San Marino,EURO,12,4944,0,85
2021-04-11,San Marino,EURO,12,4956,0,85
2021-04-12,San Marino,EURO,0,4956,0,85
2021-04-13,San Marino,EURO,6,4962,1,86
2021-04-14,San Marino,EURO,23,4985,0,86
2021-04-15,San Marino,EURO,19,5004,0,86
2021-04-16,San Marino,EURO,6,5010,0,86
2021-04-17,San Marino,EURO,0,5010,0,86
2021-04-18,San Marino,EURO,0,5010,0,86
2021-04-19,San Marino,EURO,20,5030,2,88
2021-04-20,San Marino,EURO,10,5040,0,88
2021-04-21,San Marino,EURO,4,5044,0,88
2021-04-22,San Marino,EURO,2,5046,0,88
2021-04-23,San Marino,EURO,1,5047,1,89
2021-04-24,San Marino,EURO,0,5047,0,89
2021-04-25,San Marino,EURO,0,5047,0,89
2021-04-26,San Marino,EURO,8,5055,1,90
2021-04-27,San Marino,EURO,3,5058,0,90
2021-04-28,San Marino,EURO,0,5058,0,90
2021-04-29,San Marino,EURO,2,5060,0,90
2021-04-30,San Marino,EURO,0,5060,0,90
2021-05-01,San Marino,EURO,6,5066,0,90
2021-05-02,San Marino,EURO,0,5066,0,90
2021-05-03,San Marino,EURO,1,5067,0,90
2021-05-04,San Marino,EURO,4,5071,0,90
2021-05-05,San Marino,EURO,5,5076,0,90
2021-05-06,San Marino,EURO,3,5079,0,90
2021-05-07,San Marino,EURO,0,5079,0,90
2021-05-08,San Marino,EURO,0,5079,0,90
2021-05-09,San Marino,EURO,0,5079,0,90
2021-05-10,San Marino,EURO,4,5083,0,90
2021-05-11,San Marino,EURO,0,5083,0,90
2021-05-12,San Marino,EURO,3,5086,0,90
2021-05-13,San Marino,EURO,1,5087,0,90
2021-05-14,San Marino,EURO,0,5087,0,90
2021-05-15,San Marino,EURO,0,5087,0,90
2021-05-16,San Marino,EURO,0,5087,0,90
2021-05-17,San Marino,EURO,0,5087,0,90
2021-05-18,San Marino,EURO,2,5089,0,90
2021-05-19,San Marino,EURO,0,5089,0,90
2021-05-20,San Marino,EURO,0,5089,0,90
2021-05-21,San Marino,EURO,0,5089,0,90
2021-05-22,San Marino,EURO,0,5089,0,90
2021-05-23,San Marino,EURO,0,5089,0,90
2021-05-24,San Marino,EURO,0,5089,0,90
2021-05-25,San Marino,EURO,0,5089,0,90
2021-05-26,San Marino,EURO,0,5089,0,90
2021-05-27,San Marino,EURO,1,5090,0,90
2021-05-28,San Marino,EURO,0,5090,0,90
2021-05-29,San Marino,EURO,0,5090,0,90
2021-05-30,San Marino,EURO,0,5090,0,90
2021-01-01,Sao Tome and Principe,AFRO,0,1014,0,17
2021-01-02,Sao Tome and Principe,AFRO,0,1014,0,17
2021-01-03,Sao Tome and Principe,AFRO,10,1024,0,17
2021-01-04,Sao Tome and Principe,AFRO,0,1024,0,17
2021-01-05,Sao Tome and Principe,AFRO,0,1024,0,17
2021-01-06,Sao Tome and Principe,AFRO,0,1024,0,17
2021-01-07,Sao Tome and Principe,AFRO,0,1024,0,17
2021-01-08,Sao Tome and Principe,AFRO,11,1035,0,17
2021-01-09,Sao Tome and Principe,AFRO,19,1054,0,17
2021-01-10,Sao Tome and Principe,AFRO,0,1054,0,17
2021-01-11,Sao Tome and Principe,AFRO,12,1066,0,17
2021-01-12,Sao Tome and Principe,AFRO,0,1066,0,17
2021-01-13,Sao Tome and Principe,AFRO,24,1090,0,17
2021-01-14,Sao Tome and Principe,AFRO,15,1105,0,17
2021-01-15,Sao Tome and Principe,AFRO,14,1119,0,17
2021-01-16,Sao Tome and Principe,AFRO,6,1125,0,17
2021-01-17,Sao Tome and Principe,AFRO,5,1130,0,17
2021-01-18,Sao Tome and Principe,AFRO,12,1142,0,17
2021-01-19,Sao Tome and Principe,AFRO,0,1142,0,17
2021-01-20,Sao Tome and Principe,AFRO,9,1151,0,17
2021-01-21,Sao Tome and Principe,AFRO,19,1170,0,17
2021-01-22,Sao Tome and Principe,AFRO,1,1171,0,17
2021-01-23,Sao Tome and Principe,AFRO,11,1182,0,17
2021-01-24,Sao Tome and Principe,AFRO,0,1182,0,17
2021-01-25,Sao Tome and Principe,AFRO,6,1188,0,17
2021-01-26,Sao Tome and Principe,AFRO,1,1189,0,17
2021-01-27,Sao Tome and Principe,AFRO,21,1210,0,17
2021-01-28,Sao Tome and Principe,AFRO,11,1221,0,17
2021-01-29,Sao Tome and Principe,AFRO,11,1232,0,17
2021-01-30,Sao Tome and Principe,AFRO,13,1245,0,17
2021-01-31,Sao Tome and Principe,AFRO,11,1256,0,17
2021-02-01,Sao Tome and Principe,AFRO,0,1256,0,17
2021-02-02,Sao Tome and Principe,AFRO,3,1259,0,17
2021-02-03,Sao Tome and Principe,AFRO,12,1271,0,17
2021-02-04,Sao Tome and Principe,AFRO,4,1275,0,17
2021-02-05,Sao Tome and Principe,AFRO,0,1275,0,17
2021-02-06,Sao Tome and Principe,AFRO,59,1334,1,18
2021-02-07,Sao Tome and Principe,AFRO,5,1339,0,18
2021-02-08,Sao Tome and Principe,AFRO,0,1339,0,18
2021-02-09,Sao Tome and Principe,AFRO,16,1355,0,18
2021-02-10,Sao Tome and Principe,AFRO,30,1385,0,18
2021-02-11,Sao Tome and Principe,AFRO,45,1430,0,18
2021-02-12,Sao Tome and Principe,AFRO,1,1431,1,19
2021-02-13,Sao Tome and Principe,AFRO,47,1478,0,19
2021-02-14,Sao Tome and Principe,AFRO,4,1482,0,19
2021-02-15,Sao Tome and Principe,AFRO,0,1482,0,19
2021-02-16,Sao Tome and Principe,AFRO,0,1482,0,19
2021-02-17,Sao Tome and Principe,AFRO,38,1520,0,19
2021-02-18,Sao Tome and Principe,AFRO,15,1535,1,20
2021-02-19,Sao Tome and Principe,AFRO,13,1548,0,20
2021-02-20,Sao Tome and Principe,AFRO,30,1578,0,20
2021-02-21,Sao Tome and Principe,AFRO,0,1578,1,21
2021-02-22,Sao Tome and Principe,AFRO,32,1610,0,21
2021-02-23,Sao Tome and Principe,AFRO,18,1628,1,22
2021-02-24,Sao Tome and Principe,AFRO,27,1655,4,26
2021-02-25,Sao Tome and Principe,AFRO,17,1672,1,27
2021-02-26,Sao Tome and Principe,AFRO,47,1719,0,27
2021-02-27,Sao Tome and Principe,AFRO,26,1745,1,28
2021-02-28,Sao Tome and Principe,AFRO,41,1786,0,28
2021-03-01,Sao Tome and Principe,AFRO,0,1786,1,29
2021-03-02,Sao Tome and Principe,AFRO,42,1828,1,30
2021-03-03,Sao Tome and Principe,AFRO,12,1840,0,30
2021-03-04,Sao Tome and Principe,AFRO,41,1881,0,30
2021-03-05,Sao Tome and Principe,AFRO,14,1895,0,30
2021-03-06,Sao Tome and Principe,AFRO,28,1923,1,31
2021-03-07,Sao Tome and Principe,AFRO,15,1938,0,31
2021-03-08,Sao Tome and Principe,AFRO,6,1944,1,32
2021-03-09,Sao Tome and Principe,AFRO,17,1961,0,32
2021-03-10,Sao Tome and Principe,AFRO,16,1977,0,32
2021-03-11,Sao Tome and Principe,AFRO,33,2010,0,32
2021-03-12,Sao Tome and Principe,AFRO,25,2035,0,32
2021-03-13,Sao Tome and Principe,AFRO,0,2035,0,32
2021-03-14,Sao Tome and Principe,AFRO,43,2078,0,32
2021-03-15,Sao Tome and Principe,AFRO,0,2078,0,32
2021-03-16,Sao Tome and Principe,AFRO,6,2084,0,32
2021-03-17,Sao Tome and Principe,AFRO,1,2085,0,32
2021-03-18,Sao Tome and Principe,AFRO,22,2107,1,33
2021-03-19,Sao Tome and Principe,AFRO,7,2114,1,34
2021-03-20,Sao Tome and Principe,AFRO,9,2123,0,34
2021-03-21,Sao Tome and Principe,AFRO,19,2142,0,34
2021-03-22,Sao Tome and Principe,AFRO,3,2145,0,34
2021-03-23,Sao Tome and Principe,AFRO,12,2157,0,34
2021-03-24,Sao Tome and Principe,AFRO,2,2159,0,34
2021-03-25,Sao Tome and Principe,AFRO,15,2174,0,34
2021-03-26,Sao Tome and Principe,AFRO,0,2174,0,34
2021-03-27,Sao Tome and Principe,AFRO,22,2196,0,34
2021-03-28,Sao Tome and Principe,AFRO,14,2210,0,34
2021-03-29,Sao Tome and Principe,AFRO,2,2212,0,34
2021-03-30,Sao Tome and Principe,AFRO,3,2215,0,34
2021-03-31,Sao Tome and Principe,AFRO,6,2221,0,34
2021-04-01,Sao Tome and Principe,AFRO,4,2225,0,34
2021-04-02,Sao Tome and Principe,AFRO,7,2232,0,34
2021-04-03,Sao Tome and Principe,AFRO,4,2236,0,34
2021-04-04,Sao Tome and Principe,AFRO,4,2240,1,35
2021-04-05,Sao Tome and Principe,AFRO,0,2240,0,35
2021-04-06,Sao Tome and Principe,AFRO,0,2240,0,35
2021-04-07,Sao Tome and Principe,AFRO,8,2248,0,35
2021-04-08,Sao Tome and Principe,AFRO,7,2255,0,35
2021-04-09,Sao Tome and Principe,AFRO,0,2255,0,35
2021-04-10,Sao Tome and Principe,AFRO,6,2261,0,35
2021-04-11,Sao Tome and Principe,AFRO,2,2263,0,35
2021-04-12,Sao Tome and Principe,AFRO,3,2266,0,35
2021-04-13,Sao Tome and Principe,AFRO,0,2266,0,35
2021-04-14,Sao Tome and Principe,AFRO,2,2268,0,35
2021-04-15,Sao Tome and Principe,AFRO,0,2268,0,35
2021-04-16,Sao Tome and Principe,AFRO,1,2269,0,35
2021-04-17,Sao Tome and Principe,AFRO,3,2272,0,35
2021-04-18,Sao Tome and Principe,AFRO,3,2275,0,35
2021-04-19,Sao Tome and Principe,AFRO,0,2275,0,35
2021-04-20,Sao Tome and Principe,AFRO,0,2275,0,35
2021-04-21,Sao Tome and Principe,AFRO,8,2283,0,35
2021-04-22,Sao Tome and Principe,AFRO,0,2283,0,35
2021-04-23,Sao Tome and Principe,AFRO,5,2288,0,35
2021-04-24,Sao Tome and Principe,AFRO,4,2292,0,35
2021-04-25,Sao Tome and Principe,AFRO,6,2298,0,35
2021-04-26,Sao Tome and Principe,AFRO,-1,2297,0,35
2021-04-27,Sao Tome and Principe,AFRO,1,2298,0,35
2021-04-28,Sao Tome and Principe,AFRO,0,2298,0,35
2021-04-29,Sao Tome and Principe,AFRO,3,2301,0,35
2021-04-30,Sao Tome and Principe,AFRO,0,2301,0,35
2021-05-01,Sao Tome and Principe,AFRO,1,2302,0,35
2021-05-02,Sao Tome and Principe,AFRO,8,2310,0,35
2021-05-03,Sao Tome and Principe,AFRO,0,2310,0,35
2021-05-04,Sao Tome and Principe,AFRO,0,2310,0,35
2021-05-05,Sao Tome and Principe,AFRO,1,2311,0,35
2021-05-06,Sao Tome and Principe,AFRO,3,2314,0,35
2021-05-07,Sao Tome and Principe,AFRO,3,2317,0,35
2021-05-08,Sao Tome and Principe,AFRO,0,2317,0,35
2021-05-09,Sao Tome and Principe,AFRO,1,2318,0,35
2021-05-10,Sao Tome and Principe,AFRO,0,2318,0,35
2021-05-11,Sao Tome and Principe,AFRO,1,2319,0,35
2021-05-12,Sao Tome and Principe,AFRO,1,2320,0,35
2021-05-13,Sao Tome and Principe,AFRO,0,2320,0,35
2021-05-14,Sao Tome and Principe,AFRO,0,2320,0,35
2021-05-15,Sao Tome and Principe,AFRO,4,2324,0,35
2021-05-16,Sao Tome and Principe,AFRO,3,2327,0,35
2021-05-17,Sao Tome and Principe,AFRO,0,2327,0,35
2021-05-18,Sao Tome and Principe,AFRO,3,2330,0,35
2021-05-19,Sao Tome and Principe,AFRO,1,2331,0,35
2021-05-20,Sao Tome and Principe,AFRO,1,2332,0,35
2021-05-21,Sao Tome and Principe,AFRO,1,2333,0,35
2021-05-22,Sao Tome and Principe,AFRO,1,2334,1,36
2021-05-23,Sao Tome and Principe,AFRO,0,2334,0,36
2021-05-24,Sao Tome and Principe,AFRO,2,2336,1,37
2021-05-25,Sao Tome and Principe,AFRO,0,2336,0,37
2021-05-26,Sao Tome and Principe,AFRO,1,2337,0,37
2021-05-27,Sao Tome and Principe,AFRO,1,2338,0,37
2021-05-28,Sao Tome and Principe,AFRO,0,2338,0,37
2021-05-29,Sao Tome and Principe,AFRO,6,2344,0,37
2021-05-30,Sao Tome and Principe,AFRO,1,2345,0,37
2021-01-01,Saudi Arabia,EMRO,140,362741,9,6223
2021-01-02,Saudi Arabia,EMRO,137,362878,7,6230
2021-01-03,Saudi Arabia,EMRO,101,362979,9,6239
2021-01-04,Saudi Arabia,EMRO,82,363061,7,6246
2021-01-05,Saudi Arabia,EMRO,94,363155,10,6256
2021-01-06,Saudi Arabia,EMRO,104,363259,9,6265
2021-01-07,Saudi Arabia,EMRO,118,363377,7,6272
2021-01-08,Saudi Arabia,EMRO,108,363485,6,6278
2021-01-09,Saudi Arabia,EMRO,97,363582,4,6282
2021-01-10,Saudi Arabia,EMRO,110,363692,4,6286
2021-01-11,Saudi Arabia,EMRO,117,363809,5,6291
2021-01-12,Saudi Arabia,EMRO,140,363949,4,6295
2021-01-13,Saudi Arabia,EMRO,147,364096,5,6300
2021-01-14,Saudi Arabia,EMRO,175,364271,4,6304
2021-01-15,Saudi Arabia,EMRO,169,364440,6,6310
2021-01-16,Saudi Arabia,EMRO,173,364613,3,6313
2021-01-17,Saudi Arabia,EMRO,140,364753,5,6318
2021-01-18,Saudi Arabia,EMRO,176,364929,5,6323
2021-01-19,Saudi Arabia,EMRO,170,365099,6,6329
2021-01-20,Saudi Arabia,EMRO,226,365325,6,6335
2021-01-21,Saudi Arabia,EMRO,238,365563,3,6338
2021-01-22,Saudi Arabia,EMRO,212,365775,4,6342
2021-01-23,Saudi Arabia,EMRO,213,365988,4,6346
2021-01-24,Saudi Arabia,EMRO,197,366185,4,6350
2021-01-25,Saudi Arabia,EMRO,186,366371,2,6352
2021-01-26,Saudi Arabia,EMRO,213,366584,3,6355
2021-01-27,Saudi Arabia,EMRO,223,366807,4,6359
2021-01-28,Saudi Arabia,EMRO,216,367023,4,6363
2021-01-29,Saudi Arabia,EMRO,253,367276,3,6366
2021-01-30,Saudi Arabia,EMRO,267,367543,2,6368
2021-01-31,Saudi Arabia,EMRO,270,367813,4,6372
2021-02-01,Saudi Arabia,EMRO,261,368074,3,6375
2021-02-02,Saudi Arabia,EMRO,255,368329,4,6379
2021-02-03,Saudi Arabia,EMRO,310,368639,4,6383
2021-02-04,Saudi Arabia,EMRO,306,368945,3,6386
2021-02-05,Saudi Arabia,EMRO,303,369248,3,6389
2021-02-06,Saudi Arabia,EMRO,327,369575,4,6393
2021-02-07,Saudi Arabia,EMRO,386,369961,4,6397
2021-02-08,Saudi Arabia,EMRO,317,370278,5,6402
2021-02-09,Saudi Arabia,EMRO,356,370634,4,6406
2021-02-10,Saudi Arabia,EMRO,353,370987,4,6410
2021-02-11,Saudi Arabia,EMRO,369,371356,5,6415
2021-02-12,Saudi Arabia,EMRO,364,371720,5,6420
2021-02-13,Saudi Arabia,EMRO,353,372073,4,6424
2021-02-14,Saudi Arabia,EMRO,337,372410,4,6428
2021-02-15,Saudi Arabia,EMRO,322,372732,4,6432
2021-02-16,Saudi Arabia,EMRO,314,373046,6,6438
2021-02-17,Saudi Arabia,EMRO,322,373368,3,6441
2021-02-18,Saudi Arabia,EMRO,334,373702,4,6445
2021-02-19,Saudi Arabia,EMRO,327,374029,5,6450
2021-02-20,Saudi Arabia,EMRO,337,374366,4,6454
2021-02-21,Saudi Arabia,EMRO,325,374691,3,6457
2021-02-22,Saudi Arabia,EMRO,315,375006,4,6461
2021-02-23,Saudi Arabia,EMRO,327,375333,5,6466
2021-02-24,Saudi Arabia,EMRO,335,375668,4,6470
2021-02-25,Saudi Arabia,EMRO,353,376021,5,6475
2021-02-26,Saudi Arabia,EMRO,356,376377,5,6480
2021-02-27,Saudi Arabia,EMRO,346,376723,3,6483
2021-02-28,Saudi Arabia,EMRO,338,377061,5,6488
2021-03-01,Saudi Arabia,EMRO,322,377383,6,6494
2021-03-02,Saudi Arabia,EMRO,317,377700,6,6500
2021-03-03,Saudi Arabia,EMRO,302,378002,5,6505
2021-03-04,Saudi Arabia,EMRO,331,378333,5,6510
2021-03-05,Saudi Arabia,EMRO,375,378708,4,6514
2021-03-06,Saudi Arabia,EMRO,384,379092,5,6519
2021-03-07,Saudi Arabia,EMRO,382,379474,5,6524
2021-03-08,Saudi Arabia,EMRO,357,379831,4,6528
2021-03-09,Saudi Arabia,EMRO,351,380182,6,6534
2021-03-10,Saudi Arabia,EMRO,390,380572,5,6539
2021-03-11,Saudi Arabia,EMRO,386,380958,6,6545
2021-03-12,Saudi Arabia,EMRO,390,381348,6,6551
2021-03-13,Saudi Arabia,EMRO,360,381708,5,6556
2021-03-14,Saudi Arabia,EMRO,351,382059,7,6563
2021-03-15,Saudi Arabia,EMRO,348,382407,4,6567
2021-03-16,Saudi Arabia,EMRO,345,382752,6,6573
2021-03-17,Saudi Arabia,EMRO,354,383106,5,6578
2021-03-18,Saudi Arabia,EMRO,393,383499,7,6585
2021-03-19,Saudi Arabia,EMRO,381,383880,6,6591
2021-03-20,Saudi Arabia,EMRO,391,384271,5,6596
2021-03-21,Saudi Arabia,EMRO,382,384653,6,6602
2021-03-22,Saudi Arabia,EMRO,367,385020,7,6609
2021-03-23,Saudi Arabia,EMRO,404,385424,4,6613
2021-03-24,Saudi Arabia,EMRO,410,385834,5,6618
2021-03-25,Saudi Arabia,EMRO,466,386300,6,6624
2021-03-26,Saudi Arabia,EMRO,482,386782,6,6630
2021-03-27,Saudi Arabia,EMRO,510,387292,7,6637
2021-03-28,Saudi Arabia,EMRO,502,387794,6,6643
2021-03-29,Saudi Arabia,EMRO,531,388325,7,6650
2021-03-30,Saudi Arabia,EMRO,541,388866,6,6656
2021-03-31,Saudi Arabia,EMRO,556,389422,7,6663
2021-04-01,Saudi Arabia,EMRO,585,390007,6,6669
2021-04-02,Saudi Arabia,EMRO,590,390597,7,6676
2021-04-03,Saudi Arabia,EMRO,728,391325,8,6684
2021-04-04,Saudi Arabia,EMRO,684,392009,6,6690
2021-04-05,Saudi Arabia,EMRO,673,392682,7,6697
2021-04-06,Saudi Arabia,EMRO,695,393377,7,6704
2021-04-07,Saudi Arabia,EMRO,792,394169,7,6711
2021-04-08,Saudi Arabia,EMRO,783,394952,8,6719
2021-04-09,Saudi Arabia,EMRO,902,395854,9,6728
2021-04-10,Saudi Arabia,EMRO,904,396758,9,6737
2021-04-11,Saudi Arabia,EMRO,878,397636,10,6747
2021-04-12,Saudi Arabia,EMRO,799,398435,7,6754
2021-04-13,Saudi Arabia,EMRO,842,399277,11,6765
2021-04-14,Saudi Arabia,EMRO,951,400228,8,6773
2021-04-15,Saudi Arabia,EMRO,929,401157,8,6781
2021-04-16,Saudi Arabia,EMRO,985,402142,10,6791
2021-04-17,Saudi Arabia,EMRO,964,403106,10,6801
2021-04-18,Saudi Arabia,EMRO,948,404054,9,6810
2021-04-19,Saudi Arabia,EMRO,916,404970,13,6823
2021-04-20,Saudi Arabia,EMRO,970,405940,11,6834
2021-04-21,Saudi Arabia,EMRO,1070,407010,12,6846
2021-04-22,Saudi Arabia,EMRO,1028,408038,12,6858
2021-04-23,Saudi Arabia,EMRO,1055,409093,11,6869
2021-04-24,Saudi Arabia,EMRO,1098,410191,9,6878
2021-04-25,Saudi Arabia,EMRO,1072,411263,9,6887
2021-04-26,Saudi Arabia,EMRO,953,412216,13,6900
2021-04-27,Saudi Arabia,EMRO,958,413174,13,6913
2021-04-28,Saudi Arabia,EMRO,1045,414219,9,6922
2021-04-29,Saudi Arabia,EMRO,1062,415281,13,6935
2021-04-30,Saudi Arabia,EMRO,1026,416307,11,6946
2021-05-01,Saudi Arabia,EMRO,1056,417363,11,6957
2021-05-02,Saudi Arabia,EMRO,1048,418411,11,6968
2021-05-03,Saudi Arabia,EMRO,937,419348,11,6979
2021-05-04,Saudi Arabia,EMRO,953,420301,13,6992
2021-05-05,Saudi Arabia,EMRO,999,421300,14,7006
2021-05-06,Saudi Arabia,EMRO,1016,422316,12,7018
2021-05-07,Saudi Arabia,EMRO,1090,423406,14,7032
2021-05-08,Saudi Arabia,EMRO,1039,424445,13,7045
2021-05-09,Saudi Arabia,EMRO,997,425442,14,7059
2021-05-10,Saudi Arabia,EMRO,942,426384,13,7072
2021-05-11,Saudi Arabia,EMRO,986,427370,13,7085
2021-05-12,Saudi Arabia,EMRO,999,428369,13,7098
2021-05-13,Saudi Arabia,EMRO,1020,429389,13,7111
2021-05-14,Saudi Arabia,EMRO,1116,430505,11,7122
2021-05-15,Saudi Arabia,EMRO,927,431432,12,7134
2021-05-16,Saudi Arabia,EMRO,837,432269,13,7147
2021-05-17,Saudi Arabia,EMRO,825,433094,15,7162
2021-05-18,Saudi Arabia,EMRO,886,433980,12,7174
2021-05-19,Saudi Arabia,EMRO,1047,435027,14,7188
2021-05-20,Saudi Arabia,EMRO,1213,436240,13,7201
2021-05-21,Saudi Arabia,EMRO,1329,437569,13,7214
2021-05-22,Saudi Arabia,EMRO,1136,438705,10,7224
2021-05-23,Saudi Arabia,EMRO,1142,439847,13,7237
2021-05-24,Saudi Arabia,EMRO,1067,440914,12,7249
2021-05-25,Saudi Arabia,EMRO,1157,442071,15,7264
2021-05-26,Saudi Arabia,EMRO,1389,443460,14,7278
2021-05-27,Saudi Arabia,EMRO,1320,444780,17,7295
2021-05-28,Saudi Arabia,EMRO,1183,445963,14,7309
2021-05-29,Saudi Arabia,EMRO,1215,447178,11,7320
2021-05-30,Saudi Arabia,EMRO,1106,448284,14,7334
2021-01-01,Senegal,AFRO,195,19140,8,410
2021-01-02,Senegal,AFRO,0,19140,0,410
2021-01-03,Senegal,AFRO,371,19511,6,416
2021-01-04,Senegal,AFRO,186,19697,5,421
2021-01-05,Senegal,AFRO,106,19803,3,424
2021-01-06,Senegal,AFRO,161,19964,4,428
2021-01-07,Senegal,AFRO,192,20156,5,433
2021-01-08,Senegal,AFRO,220,20376,5,438
